Zone_ID,Temperature_C,Soil_Humidity_pct,Soil_Moisture_pct,Air_Humidity_pct,Pressure_kPa,pH,Rainfall_mm,Soil_Type,Soil_EC_dS_m,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Applied_Fertilizer,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha,Sensor_Glitch_Flag,Growing_Condition
Zone_03,28.47,64.72,67.73,78.8,101.1,6.05,235.24,Red Soil,1.071,28.68,34.77,55.1,DAP,26.95,39.11,9.22,No,Optimal
Zone_04,27.59,59.43,47.82,53.74,101.24,6.64,73.62,Clay Soil,1.128,48.36,34.65,61.45,Urea,70.16,3.61,2.35,No,Optimal
Zone_05,30.39,49.28,32.06,57.14,101.05,6.51,56.31,Alluvial Soil,1.125,53.81,54.84,61.2,17-17-17,48.7,18.28,32.58,No,Optimal
Zone_06,24.89,46.11,33.35,65.49,100.87,6.39,122.37,Sandy Soil,0.55,30.32,20.37,19.22,MOP,1.84,3.05,47.64,No,Warning
Zone_07,35.78,55.65,41.69,46.58,101.43,6.21,51.95,Loam Soil,0.452,41.97,43.18,55.21,None,0.0,0.0,0.0,No,Optimal
Zone_08,-10.0,52.86,47.19,48.2,101.12,6.18,106.15,Loam Soil,0.835,55.43,40.91,56.33,DAP,17.91,37.52,8.16,Spike,Optimal
Zone_09,27.86,41.73,28.48,45.56,101.59,5.97,66.31,Red Soil,0.716,40.27,14.59,39.33,None,0.0,0.0,0.0,No,Optimal
Zone_10,25.99,53.02,58.02,83.53,100.9,6.8,216.55,Sandy Soil,0.503,15.71,27.46,24.51,17-17-17,59.99,31.67,28.88,No,Optimal
Zone_11,27.67,45.96,32.08,68.69,100.88,5.89,127.27,Sandy Soil,0.249,48.57,20.87,41.06,MOP,0.24,1.62,49.3,No,Optimal
Zone_12,34.51,51.18,31.61,41.32,100.81,6.1,30.37,Black Soil,1.3,70.74,65.6,71.07,20-20,66.39,32.64,32.89,No,Optimal
Zone_13,22.27,70.0,67.75,93.61,100.71,7.18,187.45,Clay Soil,0.804,57.25,23.15,70.12,10-26-26,46.47,24.41,34.91,No,Warning
Zone_14,30.59,70.0,72.76,85.64,101.01,7.08,203.8,Clay Soil,1.129,45.04,41.39,66.6,17-17-17,53.25,23.39,35.36,No,Optimal
Zone_15,28.87,62.4,44.49,46.09,101.06,6.35,39.86,Clayey Soil,1.055,61.89,27.71,73.03,28-28,67.65,28.79,25.32,No,Optimal
Zone_16,23.47,64.84,55.62,50.78,101.13,6.94,80.92,Clay Soil,1.272,51.24,26.4,70.57,14-35-14,52.6,33.08,31.18,No,Optimal
Zone_17,31.72,65.75,58.17,66.43,101.43,6.68,127.21,Black Soil,1.263,50.35,31.63,57.35,17-17-17,36.99,26.16,27.4,No,Optimal
Zone_18,25.95,63.92,49.75,61.99,101.18,6.98,111.97,Black Soil,0.412,77.56,24.38,58.89,DAP,22.43,29.56,6.73,No,Optimal
Zone_19,18.28,52.08,47.15,74.58,101.24,6.18,128.52,Sandy Soil,0.654,45.04,28.67,19.68,17-17-17,57.5,28.51,34.17,No,Optimal
Zone_20,24.33,62.91,53.38,72.96,101.32,7.18,162.62,Black Soil,1.069,63.28,35.62,60.8,Urea,57.92,3.45,1.26,No,Optimal
Zone_01,40.0,51.13,40.59,53.63,101.43,6.66,96.66,Red Soil,0.816,39.99,34.28,36.37,14-35-14,27.1,31.19,33.97,No,Warning
Zone_02,28.66,61.82,52.09,65.02,101.2,7.05,109.7,Clay Soil,1.6,57.75,38.28,47.9,10-26-26,25.44,32.7,32.24,No,Optimal
Zone_03,23.25,52.31,44.1,47.09,101.23,6.49,32.76,Loam Soil,0.613,46.88,33.74,48.08,MOP,5.19,6.87,43.13,No,Optimal
Zone_04,32.32,63.44,57.53,49.92,101.35,6.31,104.54,Clay Soil,1.197,68.07,54.82,71.95,Urea,71.84,6.77,3.15,No,Optimal
Zone_05,25.43,70.0,76.34,77.0,101.36,5.78,192.67,Red Soil,0.65,47.97,26.71,43.15,17-17-17,46.07,19.44,25.49,No,Optimal
Zone_06,27.63,70.0,79.96,76.6,100.92,7.06,181.48,Clay Soil,0.887,54.77,57.61,29.38,Urea,55.4,0.69,5.48,No,Warning
Zone_07,28.43,65.43,64.08,59.11,101.58,6.38,150.03,Clay Soil,1.167,69.33,48.68,61.38,17-17-17,35.09,18.84,39.62,No,Optimal
Zone_08,28.25,64.88,52.76,56.68,101.14,6.47,84.05,Clay Soil,1.506,68.66,51.6,53.42,14-35-14,29.87,40.06,24.55,No,Optimal
Zone_09,22.16,58.91,40.81,48.81,101.08,6.59,36.33,Clayey Soil,1.429,53.52,24.61,67.37,Urea,95.2,8.06,5.72,No,Optimal
Zone_10,34.44,70.0,84.67,86.69,101.17,6.33,284.74,Loam Soil,0.639,62.26,47.79,42.05,MOP,3.96,2.29,49.55,No,Warning
Zone_11,22.56,68.05,54.07,60.06,100.68,6.45,102.32,Loam Soil,1.212,60.97,33.17,62.29,Urea,75.28,6.83,4.05,No,Optimal
Zone_12,35.26,33.55,16.97,50.57,,6.83,33.89,Sandy Soil,0.445,40.44,22.61,43.94,Urea,89.17,3.12,6.41,Missing,Warning
Zone_13,26.88,36.26,17.24,53.98,100.94,5.89,45.61,Red Soil,0.652,47.8,19.47,36.86,Urea,71.15,10.87,7.83,No,Optimal
Zone_14,23.85,54.98,45.31,75.08,101.45,6.17,168.57,Sandy Soil,0.673,40.95,40.88,34.7,None,0.0,0.0,0.0,No,Optimal
Zone_15,32.99,44.97,33.65,40.81,101.18,7.51,36.25,Chalky Soil,1.014,14.39,19.02,45.1,14-35-14,51.62,36.31,37.22,No,Warning
Zone_16,34.07,50.53,33.95,68.16,101.02,7.13,129.44,Red Soil,0.611,19.09,22.15,57.4,MOP,8.67,5.05,50.51,No,Warning
Zone_17,21.88,60.33,47.27,59.59,101.57,6.64,77.25,Clay Soil,0.867,59.23,33.48,53.14,14-35-14,45.9,39.63,31.69,No,Optimal
Zone_18,32.17,70.0,52.86,64.23,100.97,7.02,121.3,Clay Soil,0.826,68.76,37.05,51.79,None,0.0,0.0,0.0,No,Optimal
Zone_19,18.26,70.0,90.0,96.0,101.13,6.87,276.18,Clay Soil,0.623,53.89,41.03,57.51,None,0.0,0.0,0.0,No,Critical
Zone_20,28.66,61.82,46.44,51.1,101.02,0.0,73.59,Black Soil,1.259,68.47,40.2,56.63,MOP,1.4,1.95,31.01,Spike,Optimal
Zone_01,35.11,51.63,34.27,42.04,101.22,6.38,31.97,Clayey Soil,0.825,48.24,27.12,99.04,20-20,57.9,29.66,28.67,No,Optimal
Zone_02,27.39,56.12,45.77,47.08,101.16,6.36,21.05,Clay Soil,1.293,56.45,53.6,55.14,DAP,30.88,35.23,2.76,No,Optimal
Zone_03,24.81,49.35,37.32,67.06,101.2,7.66,105.62,Chalky Soil,0.951,45.51,19.53,55.8,Urea,86.99,1.64,9.78,No,Optimal
Zone_04,22.22,34.75,10.9,52.47,101.19,5.87,44.74,Sandy Soil,0.502,43.06,24.26,24.74,DAP,21.08,29.51,10.85,No,Warning
Zone_05,33.63,42.61,23.39,48.04,101.25,6.34,57.7,Sandy Soil,0.531,33.0,45.54,28.24,Urea,99.63,7.15,0.75,No,Warning
Zone_06,25.51,55.62,48.67,60.94,101.15,6.94,95.67,Alluvial Soil,0.995,64.93,58.5,50.53,17-17-17,65.6,28.88,26.8,No,Optimal
Zone_07,22.15,66.96,64.88,61.7,101.1,6.63,106.03,Clay Soil,1.351,61.59,48.04,65.32,Urea,68.01,8.56,9.44,No,Optimal
Zone_08,25.43,49.54,39.2,63.42,100.97,6.54,35.0,Loam Soil,0.93,60.22,48.57,60.5,MOP,7.0,5.84,46.56,No,Optimal
Zone_09,25.5,41.05,27.98,58.73,101.06,7.38,27.68,Chalky Soil,1.344,27.11,22.44,44.61,Urea,99.05,2.72,8.46,No,Optimal
Zone_10,32.71,48.84,33.39,51.05,101.0,6.77,40.23,Alluvial Soil,0.946,53.9,44.02,61.3,28-28,57.3,41.03,28.87,No,Optimal
Zone_11,29.52,58.38,43.71,64.45,101.27,7.21,105.5,Loam Soil,0.872,46.52,44.6,46.46,28-28,73.1,25.7,29.07,No,Optimal
Zone_12,26.14,43.35,31.24,59.34,100.98,5.5,82.31,Red Soil,0.66,53.27,20.33,52.07,17-17-17,49.43,32.28,41.85,No,Optimal
Zone_13,22.18,46.81,25.94,51.91,101.05,6.66,20.54,Loam Soil,0.59,66.05,51.26,63.48,Urea,83.71,11.7,6.99,No,Optimal
Zone_14,19.48,60.71,47.11,60.5,101.13,6.58,95.85,Black Soil,1.449,71.73,39.27,52.78,10-26-26,29.99,31.52,33.04,No,Optimal
Zone_15,26.65,34.99,17.89,55.03,101.42,6.3,57.24,Sandy Soil,0.51,32.69,14.83,17.21,DAP,39.7,49.11,11.37,No,Warning
Zone_16,25.42,70.0,90.0,96.0,100.85,6.64,296.32,Loam Soil,0.724,63.18,35.77,42.06,10-26-26,36.48,22.58,35.75,No,Critical
Zone_17,30.69,55.87,48.26,57.13,101.03,6.9,96.67,Alluvial Soil,0.963,67.38,66.81,46.53,17-17-17,43.27,28.49,30.27,No,Optimal
Zone_18,28.22,44.1,30.08,52.52,101.15,6.52,72.14,Sandy Soil,0.741,39.53,21.03,22.02,DAP,30.23,30.81,6.7,No,Optimal
Zone_19,25.81,51.89,44.55,65.06,100.86,6.11,124.17,Sandy Soil,0.586,46.5,26.83,29.79,17-17-17,52.17,17.98,25.22,No,Optimal
Zone_20,34.23,49.45,33.18,52.18,101.18,6.15,67.9,Loam Soil,1.045,69.9,40.19,56.67,DAP,29.27,49.59,8.15,No,Optimal
Zone_01,27.88,64.1,40.74,56.77,101.19,7.14,53.04,Clay Soil,1.378,61.38,26.12,67.62,14-35-14,38.04,29.82,24.0,No,Optimal
Zone_02,28.69,56.14,38.99,47.45,101.49,6.75,44.14,Alluvial Soil,1.319,62.89,49.56,61.55,14-35-14,35.87,43.44,20.18,No,Optimal
Zone_03,25.87,56.67,39.09,56.73,101.19,6.15,64.69,Loam Soil,1.027,47.09,35.3,74.26,20-20,45.4,29.96,38.35,No,Optimal
Zone_04,23.51,58.84,41.61,56.84,101.08,7.2,33.53,Clay Soil,1.039,52.77,35.71,74.1,28-28,64.07,29.38,23.47,No,Optimal
Zone_05,27.16,68.83,63.24,71.04,100.92,6.18,127.16,Clay Soil,1.214,65.13,32.91,66.4,28-28,56.55,32.83,27.23,No,Optimal
Zone_06,30.3,44.59,27.95,51.08,100.75,6.07,93.99,Sandy Soil,0.473,33.76,33.14,29.59,14-35-14,25.22,37.22,30.3,No,Optimal
Zone_07,27.83,70.0,79.49,70.46,101.27,7.09,191.88,Black Soil,1.38,70.08,41.0,51.43,17-17-17,63.32,17.97,35.82,No,Optimal
Zone_08,25.89,28.89,13.5,52.4,101.2,5.9,65.34,Sandy Soil,0.356,27.18,26.15,10,17-17-17,60.05,19.12,34.11,No,Warning
Zone_09,28.4,64.21,53.23,64.71,101.23,6.96,125.69,Black Soil,1.302,52.52,50.26,64.48,28-28,65.22,36.61,23.13,No,Optimal
Zone_10,34.78,57.19,48.83,55.53,101.16,6.78,109.34,Alluvial Soil,1.413,64.05,25.88,59.39,Urea,98.19,4.08,5.92,No,Optimal
Zone_11,31.51,55.07,45.91,60.57,101.19,6.77,67.5,Loam Soil,0.499,59.26,43.33,55.19,10-26-26,24.79,26.84,39.34,No,Optimal
Zone_12,25.53,29.66,8.88,47.0,101.34,6.31,35.55,Sandy Soil,0.332,27.15,41.67,36.63,Urea,72.39,5.67,1.65,No,Warning
Zone_13,22.05,46.85,33.09,59.41,101.25,6.56,78.65,Sandy Soil,0.682,33.56,30.69,25.8,None,0.0,0.0,0.0,No,Optimal
Zone_14,27.66,38.44,21.61,43.12,101.35,6.66,22.23,Loam Soil,0.698,67.18,46.12,38.3,28-28,47.44,25.31,17.74,No,Optimal
Zone_15,31.59,70.0,67.72,73.59,100.94,6.42,208.18,Loam Soil,0.695,57.41,48.07,32.13,10-26-26,41.53,24.82,46.51,No,Optimal
Zone_16,26.27,68.34,51.89,56.92,101.12,7.39,72.83,Clay Soil,0.891,41.52,38.26,97.42,None,0.0,0.0,0.0,No,Optimal
Zone_17,32.29,70.0,79.27,67.82,101.37,6.09,168.2,Clay Soil,0.843,49.55,44.07,59.49,17-17-17,37.27,23.08,27.88,No,Optimal
Zone_18,18.47,70.0,78.37,86.02,101.3,6.9,213.39,Alluvial Soil,0.846,53.14,41.1,62.56,MOP,6.91,5.52,37.06,No,Warning
Zone_19,34.59,61.71,44.12,74.7,101.05,6.82,108.64,Alluvial Soil,1.03,59.48,55.89,62.71,None,0.0,0.0,0.0,No,Optimal
Zone_20,22.63,51.94,42.99,51.42,101.19,6.71,62.83,Loam Soil,0.849,46.97,37.71,44.73,DAP,16.16,47.17,3.9,No,Optimal
Zone_01,22.81,40.97,30.06,66.43,101.36,8.11,116.46,Chalky Soil,0.202,36.05,5,51.38,14-35-14,54.1,29.65,22.38,No,Warning
Zone_02,27.98,45.6,37.04,64.6,101.17,5.82,124.0,Sandy Soil,1.065,45.84,19.11,27.23,14-35-14,48.52,43.51,31.67,No,Optimal
Zone_03,22.78,63.51,46.62,57.31,101.07,6.88,46.7,Black Soil,1.468,67.91,48.53,61.95,20-20,49.33,31.06,24.03,No,Optimal
Zone_04,22.96,41.2,24.1,53.45,101.02,5.78,44.33,Sandy Soil,0.8,41.29,25.17,32.98,14-35-14,46.95,39.97,26.36,No,Optimal
Zone_05,23.68,56.7,39.17,56.53,101.47,6.79,26.07,Clayey Soil,1.222,67.91,29.24,47.43,14-35-14,43.44,38.58,36.88,No,Optimal
Zone_06,29.92,58.87,51.75,68.94,101.12,6.98,119.4,Black Soil,1.36,75.12,25.86,76.32,None,0.0,0.0,0.0,No,Optimal
Zone_07,24.73,41.65,20.97,58.01,101.34,5.99,26.69,Red Soil,0.898,40.82,28.59,59.12,28-28,70.72,28.84,15.31,No,Optimal
Zone_08,26.65,58.21,36.9,54.87,100.96,6.72,65.34,Alluvial Soil,0.887,63.36,44.91,55.51,None,0.0,0.0,0.0,Frozen,Optimal
Zone_09,27.94,58.19,42.76,61.47,100.86,6.15,64.31,Clay Soil,1.147,45.21,38.9,73.01,DAP,30.65,30.07,6.35,No,Optimal
Zone_10,24.93,42.65,21.88,52.27,100.89,6.64,28.52,Sandy Soil,0.571,30.15,31.12,39.09,17-17-17,58.28,30.24,34.46,No,Optimal
Zone_11,23.13,39.82,35.15,65.62,101.33,6.27,69.93,Red Soil,0.928,31.93,17.38,37.89,14-35-14,43.43,44.52,23.73,No,Optimal
Zone_12,27.75,67.78,60.92,60.17,101.31,6.77,75.45,Clay Soil,1.721,73.71,39.51,69.01,10-26-26,37.02,37.14,37.73,No,Optimal
Zone_13,31.82,32.43,21.45,56.75,100.53,6.26,71.22,Sandy Soil,0.326,38.87,21.44,11.74,MOP,8.21,2.39,45.09,No,Warning
Zone_14,26.3,60.89,48.04,70.51,100.64,6.51,93.29,Loam Soil,1.01,84.17,57.47,54.56,14-35-14,36.45,30.45,24.18,No,Optimal
Zone_15,16.23,37.49,12.61,64.84,101.26,6.86,47.37,Sandy Soil,0.82,44.1,31.75,19.12,20-20,45.16,26.51,33.22,No,Warning
Zone_16,20.57,47.34,37.42,70.46,101.38,6.65,127.16,Sandy Soil,0.794,51.44,35.64,39.95,Urea,81.87,4.3,2.47,No,Optimal
Zone_17,30.37,66.04,47.17,60.81,100.98,6.2,139.67,Loam Soil,0.624,45.31,52.11,58.5,Urea,83.7,4.29,4.81,No,Optimal
Zone_18,24.16,62.68,47.54,67.28,,6.59,91.42,Loam Soil,0.949,45.22,51.77,41.75,DAP,25.48,42.09,1.64,Missing,Optimal
Zone_19,35.58,61.52,46.43,49.55,101.43,7.41,51.5,Black Soil,0.887,52.76,36.41,69.02,DAP,27.17,26.13,9.14,No,Optimal
Zone_20,20.64,70.0,74.62,83.34,101.16,6.24,179.66,Loam Soil,0.839,66.45,42.14,44.18,MOP,3.54,3.61,49.87,No,Optimal
Zone_01,29.28,47.97,33.67,54.07,101.46,6.68,52.61,Alluvial Soil,0.364,56.1,31.47,76.72,None,0.0,0.0,0.0,No,Optimal
Zone_02,29.53,57.05,47.98,52.41,101.24,6.56,85.74,Alluvial Soil,1.315,48.67,37.99,58.77,28-28,46.61,41.47,17.5,No,Optimal
Zone_03,28.38,47.8,35.98,49.98,100.83,6.53,37.53,Black Soil,1.038,69.21,53.86,33.23,17-17-17,43.37,28.45,31.61,No,Optimal
Zone_04,28.55,38.94,18.67,59.91,101.35,6.2,50.17,Sandy Soil,0.589,49.27,30.65,10,Urea,83.84,6.13,5.66,No,Warning
Zone_05,29.02,59.43,43.5,51.11,100.96,7.56,51.75,Alluvial Soil,0.761,77.51,55.45,78.52,None,0.0,0.0,0.0,No,Optimal
Zone_06,20.94,46.24,34.12,63.71,101.36,6.14,141.3,Sandy Soil,0.656,46.79,23.38,26.41,MOP,4.3,5.1,52.53,No,Optimal
Zone_07,22.87,60.08,56.25,62.18,100.97,7.08,114.52,Black Soil,1.541,81.66,44.1,58.56,10-26-26,26.56,24.75,47.48,No,Optimal
Zone_08,23.63,32.82,14.15,40.51,101.37,7.19,32.33,Chalky Soil,0.954,43.12,24.33,48.92,17-17-17,57.1,17.75,32.46,No,Optimal
Zone_09,26.22,70.0,72.86,78.77,100.75,6.77,190.59,Black Soil,0.977,72.48,41.16,82.02,DAP,31.62,40.02,0.11,No,Optimal
Zone_10,30.45,55.91,48.03,75.92,101.38,5.91,115.74,Loam Soil,0.952,69.81,42.9,53.05,28-28,51.28,31.13,21.96,No,Optimal
Zone_11,29.69,51.43,33.23,52.65,100.9,7.14,53.44,Black Soil,1.665,78.09,41.59,69.2,DAP,35.59,36.67,0.14,No,Optimal
Zone_12,30.99,48.75,38.76,52.16,101.22,6.23,50.17,Loam Soil,0.735,65.07,30.35,49.33,10-26-26,22.32,27.24,47.9,No,Optimal
Zone_13,23.94,30.74,11.31,45.57,101.56,6.18,22.56,Sandy Soil,0.643,33.18,39.81,42.82,Urea,73.71,1.31,5.22,No,Optimal
Zone_14,23.9,51.49,34.4,54.05,101.17,6.27,22.67,Loam Soil,1.161,65.58,40.87,47.08,DAP,31.96,32.92,10.97,No,Optimal
Zone_15,31.4,55.22,33.9,59.46,100.99,6.44,39.77,Clayey Soil,1.416,38.73,38.18,50.75,Urea,89.85,8.94,6.32,No,Optimal
Zone_16,31.9,46.18,31.95,64.42,101.02,6.31,124.96,Sandy Soil,0.522,20.09,20.8,44.74,MOP,8.91,9.18,53.84,No,Optimal
Zone_17,25.47,57.01,49.34,49.88,101.53,6.74,75.08,Clayey Soil,1.601,57.78,31.06,78.24,MOP,2.89,8.28,53.46,No,Optimal
Zone_18,31.3,58.78,41.87,55.23,101.41,6.74,36.28,Clay Soil,1.621,27.16,40.48,71.87,14-35-14,41.05,43.67,25.89,No,Optimal
Zone_19,25.8,66.68,60.23,53.82,100.92,6.64,69.83,Clay Soil,1.021,34.82,42.16,62.71,17-17-17,53.33,22.91,31.72,No,Optimal
Zone_20,19.48,53.01,37.09,51.08,101.14,6.39,39.36,Loam Soil,0.35,69.46,47.55,42.74,20-20,42.56,23.27,34.05,No,Optimal
Zone_01,26.68,48.18,40.72,59.52,101.34,5.81,127.9,Sandy Soil,0.571,21.1,26.94,33.72,Urea,70.9,2.91,6.56,No,Optimal
Zone_02,33.48,61.73,58.3,72.37,101.06,5.98,192.65,Red Soil,0.373,33.74,10.34,41.12,MOP,1.09,1.58,37.73,No,Optimal
Zone_03,32.07,52.45,52.58,68.65,101.27,6.14,197.95,Sandy Soil,0.807,34.66,24.39,28.94,14-35-14,51.23,28.44,37.85,No,Warning
Zone_04,30.29,41.81,26.72,49.19,101.03,6.28,47.09,Red Soil,0.638,37.14,43.04,22.38,20-20,60.02,29.35,27.5,No,Optimal
Zone_05,31.58,45.24,23.22,58.2,100.92,7.59,67.56,Chalky Soil,1.077,60.47,5,33.72,14-35-14,48.82,33.31,34.34,No,Warning
Zone_06,21.0,49.67,40.51,61.86,101.4,6.23,38.85,Red Soil,0.819,34.96,40.04,30.3,DAP,17.57,25.87,5.31,No,Optimal
Zone_07,26.03,49.36,36.26,56.23,100.98,5.76,69.67,Red Soil,0.582,45.49,22.69,44.9,MOP,3.52,7.5,48.3,No,Optimal
Zone_08,34.83,48.93,34.18,43.19,101.41,5.71,34.91,Red Soil,0.923,44.41,23.36,25.61,20-20,56.71,29.82,37.13,No,Warning
Zone_09,31.63,52.67,40.02,42.95,101.08,6.59,30.25,Clayey Soil,1.43,51.51,37.95,73.53,14-35-14,54.85,31.99,24.62,No,Optimal
Zone_10,24.46,34.44,20.8,56.34,101.12,6.66,76.68,Sandy Soil,0.7,31.31,36.71,22.97,Urea,88.36,1.38,3.76,No,Warning
Zone_11,22.38,61.59,51.11,67.05,101.55,6.7,90.15,Black Soil,1.056,69.36,34.91,53.81,MOP,1.45,1.28,47.65,No,Optimal
Zone_12,21.72,57.71,35.1,60.23,101.61,6.23,56.59,Loam Soil,0.932,40.92,40.56,42.52,Urea,80.54,4.68,6.05,No,Optimal
Zone_13,26.92,56.07,45.6,63.29,100.99,6.72,56.35,Clayey Soil,1.442,63.47,34.71,65.54,17-17-17,39.34,21.47,27.89,No,Optimal
Zone_14,30.55,68.25,54.69,67.06,101.09,6.71,115.94,Loam Soil,1.025,65.44,69.71,31.7,14-35-14,32.4,43.0,28.35,No,Optimal
Zone_15,26.19,70.0,90.0,92.02,101.69,,288.79,Clay Soil,0.486,49.69,37.53,75.28,10-26-26,43.84,24.86,30.55,Missing,Warning
Zone_16,25.2,56.02,35.57,47.39,101.17,6.39,23.52,Loam Soil,0.746,58.41,46.87,52.62,10-26-26,37.75,29.07,48.47,No,Optimal
Zone_17,29.49,68.62,65.49,68.63,101.51,7.31,163.55,Black Soil,1.183,76.44,40.92,70.9,Urea,71.85,11.75,2.23,No,Optimal
Zone_18,28.36,64.9,41.63,57.33,100.68,6.76,35.15,Clay Soil,1.383,32.75,30.57,56.76,28-28,49.84,28.19,20.55,No,Optimal
Zone_19,33.46,54.04,44.09,56.37,100.81,6.92,85.05,Loam Soil,0.721,70.93,50.15,44.99,17-17-17,50.0,21.82,37.94,No,Optimal
Zone_20,25.89,60.83,42.54,66.12,101.1,7.29,78.76,Loam Soil,0.511,72.43,43.5,46.36,17-17-17,56.7,29.08,39.39,No,Optimal
Zone_01,23.38,53.55,33.16,63.43,101.21,6.37,40.46,Red Soil,0.503,40.05,39.33,52.62,DAP,31.83,41.82,4.8,No,Optimal
Zone_02,22.77,70.0,73.98,75.29,101.21,6.35,193.1,Loam Soil,1.097,47.17,47.06,25.17,17-17-17,40.18,28.89,38.58,No,Optimal
Zone_03,32.19,60.19,51.92,67.02,101.41,6.87,89.89,Clay Soil,1.637,43.11,33.82,52.54,14-35-14,25.49,28.78,29.35,No,Optimal
Zone_04,36.07,53.18,51.26,76.66,100.65,6.15,163.79,Sandy Soil,0.65,62.03,41.0,36.83,28-28,51.22,27.89,23.68,No,Optimal
Zone_05,15.62,70.0,76.92,88.56,101.05,6.97,182.53,Black Soil,1.207,51.4,54.02,37.85,DAP,17.14,39.92,3.42,No,Warning
Zone_06,23.63,60.12,51.1,71.8,101.32,7.87,114.26,Alluvial Soil,1.462,47.39,57.87,45.05,10-26-26,27.1,37.34,35.61,No,Optimal
Zone_07,34.87,47.94,32.75,37.22,101.44,6.81,38.78,Clay Soil,1.095,32.46,46.77,69.91,28-28,73.74,27.43,24.44,No,Warning
Zone_08,28.25,55.66,55.89,78.59,100.98,6.18,181.74,Sandy Soil,0.825,19.61,16.95,28.2,10-26-26,39.68,32.32,39.36,No,Warning
Zone_09,26.79,61.96,44.57,66.27,100.82,7.47,76.66,Clayey Soil,1.379,50.37,46.08,53.84,DAP,22.07,37.64,9.03,No,Optimal
Zone_10,27.09,58.86,48.54,51.43,100.86,6.29,28.2,Clay Soil,0.893,57.12,44.34,50.47,10-26-26,32.19,32.36,41.93,No,Optimal
Zone_11,31.81,70.0,76.96,75.67,100.89,6.7,216.12,Clay Soil,1.606,46.65,31.66,55.07,20-20,54.56,35.61,40.08,No,Optimal
Zone_12,26.07,47.93,38.05,49.58,100.79,6.57,60.42,Red Soil,0.338,38.24,13.41,41.72,DAP,38.67,30.25,8.73,No,Optimal
Zone_13,29.51,32.12,24.1,45.86,101.34,7.78,39.12,Chalky Soil,1.024,25.6,24.8,34.51,17-17-17,50.91,22.24,42.06,No,Warning
Zone_14,24.48,59.63,49.11,73.01,101.51,6.46,127.64,Loam Soil,1.001,53.85,44.95,82.29,Urea,82.98,2.56,7.13,No,Optimal
Zone_15,30.09,70.0,69.85,61.33,101.16,6.62,127.52,Clay Soil,0.918,38.16,32.62,48.65,MOP,9.21,4.35,54.95,No,Optimal
Zone_16,34.42,68.74,67.75,75.58,101.02,7.43,150.11,Alluvial Soil,0.631,63.69,59.28,65.97,Urea,95.84,4.16,8.72,No,Optimal
Zone_17,27.12,60.62,49.19,54.17,101.35,5.91,100.49,Loam Soil,0.498,69.7,38.88,35.38,None,0.0,0.0,0.0,No,Optimal
Zone_18,27.63,70.0,84.03,96.0,100.96,5.66,222.82,Loam Soil,0.393,80.3,26.94,50.19,Urea,56.4,1.52,6.64,No,Warning
Zone_19,23.69,61.15,50.42,68.41,101.36,7.04,106.62,Black Soil,1.764,59.08,37.77,48.82,17-17-17,44.27,25.54,35.29,No,Optimal
Zone_20,30.46,41.73,28.81,57.04,100.92,5.29,113.17,Red Soil,0.797,43.98,32.48,28.52,DAP,33.17,38.89,0.93,No,Optimal
Zone_01,13.0,48.34,27.04,70.41,100.81,5.74,70.91,Sandy Soil,0.687,33.89,39.42,26.44,Urea,91.67,7.24,6.98,No,Warning
Zone_02,31.27,46.81,26.41,64.42,101.26,6.27,95.12,Sandy Soil,0.692,21.4,25.93,42.24,10-26-26,29.89,37.12,45.92,No,Optimal
Zone_03,28.9,58.67,37.19,51.11,,6.28,26.59,Clay Soil,1.5,75.5,43.75,43.27,Urea,88.91,4.07,6.58,Missing,Optimal
Zone_04,31.47,51.34,45.71,69.27,100.98,7.03,125.94,Red Soil,0.95,27.9,37.07,46.37,14-35-14,35.8,39.26,35.01,No,Optimal
Zone_05,33.99,53.06,31.61,47.47,101.07,6.54,29.69,Clay Soil,1.288,76.74,38.96,59.76,10-26-26,44.8,31.55,47.61,No,Optimal
Zone_06,20.44,48.1,38.73,47.6,101.16,6.88,27.7,Black Soil,0.777,63.38,39.65,73.66,28-28,80.02,31.03,24.77,No,Optimal
Zone_07,22.84,51.94,29.3,65.18,101.17,6.47,70.68,Loam Soil,0.943,62.23,60.61,46.98,20-20,59.04,25.19,35.14,No,Optimal
Zone_08,31.84,31.44,5.0,51.37,101.26,6.01,21.53,Sandy Soil,0.781,33.71,11.1,37.1,14-35-14,50.94,43.25,30.73,No,Warning
Zone_09,22.07,70.0,54.14,66.52,100.96,6.94,87.03,Alluvial Soil,0.859,60.1,24.46,59.25,DAP,21.31,26.03,0.8,No,Optimal
Zone_10,38.3,64.34,59.86,60.42,101.42,6.8,110.26,Clayey Soil,0.821,44.4,55.66,62.09,MOP,1.56,1.72,32.86,No,Warning
Zone_11,25.95,70.0,81.24,96.0,101.3,6.38,265.15,Loam Soil,0.737,43.97,49.08,29.66,28-28,49.91,39.33,23.9,No,Critical
Zone_12,28.5,56.74,38.13,52.27,101.22,5.54,57.99,Loam Soil,1.01,45.5,39.98,62.24,DAP,33.98,36.88,10.24,No,Optimal
Zone_13,27.09,66.19,50.63,71.36,101.74,6.35,118.74,Clay Soil,1.515,45.07,33.07,44.82,MOP,8.26,1.69,35.99,No,Optimal
